web-scraper-order,web-scraper-start-url,title,price,availability
"1612022394-122","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Gaming Asus ROG Strix G17 G712LU-H7023, Intel® Core™ i7-10750H, 16GB DDR","6.249,90 lei","In stoc - exclusiv online"
"1612022389-40","https://www.flanco.ro/laptop-it-tablete/laptop/p/3.html","Laptop 2 in 1 Dell Latitude 5310, Intel® Core™ i5-10210U, 8GB DDR4, SSD 256GB,","5.949,90 lei","In stoc - exclusiv online"
"1612022389-37","https://www.flanco.ro/laptop-it-tablete/laptop/p/3.html","Laptop Gaming HP Pavilion 15-ec1034nq, AMD Ryzen™ 7 4800H, 16GB DDR4, SSD 512GB, NVI","5.299,99 lei","In stoc"
"1612022389-45","https://www.flanco.ro/laptop-it-tablete/laptop/p/3.html","Laptop Gaming Acer Predator Helios 300 PH317-54, Intel® Core™ i7-10750H, 16GB DDR4, SSD","8.000,90 lei","In stoc - exclusiv online"
"1612022392-72","https://www.flanco.ro/laptop-it-tablete/laptop/p/2.html","Laptop Dell Latitude 5410, Intel® Core™ i5-10210U, 8GB DDR4, SSD 256GB, Intel&#","3.999,99 lei","In stoc"
"1612022389-48","https://www.flanco.ro/laptop-it-tablete/laptop/p/3.html","Laptop Gaming Asus ROG Zephyrus G14 GA401IV-HA040T, AMD Ryzen™ 9 4900HS, 16GB DDR4,","7.958,90 lei","In stoc - exclusiv online"
"1612022394-117","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop HP 250 G7, Intel Core i3-1005G1, 4GB DDR4, HDD 500GB, Intel UHD Graphics, Free DOS","2.099,99 lei","In stoc"
"1612022394-116","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Lenovo IdeaPad 3 15IIL05, Intel® Core™ i3-1005G1, 8GB DDR4, SSD 256GB, I","2.599,90 lei","In stoc - exclusiv online"
"1612022394-133","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Acer Swift 3, SF314-57-516Z, Intel® Core i5-1035G1, 8GB DDR4, SSD 512GB, Intel","3.999,90 lei","In stoc - exclusiv online"
"1612022394-120","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop ultraportabil Dell Inspiron 5402, Intel® Core™ i3-1115G4, 4GB DDR4, SSD","3.199,99 lei","In stoc"
"1612022385-2","https://www.flanco.ro/laptop-it-tablete/laptop/p/4.html","Laptop Asus ZenBook 13 UX325EA-AH037R, Intel® Core™ i7-1165G7, 16GB LPDDR4X, SS","7.995,90 lei","In stoc - exclusiv online"
"1612022394-115","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Pachet: Laptop HP AMD Ryzen™ 5 3500U, 4GB DDR4, HDD 1TB, AMD Radeon™ Vega 8 Graphics +","null","In stoc"
"1612022392-78","https://www.flanco.ro/laptop-it-tablete/laptop/p/2.html","Laptop Dell Latitude 5410, Intel® Core™ i5-10210U, 8GB DDR4, SSD 256GB, Intel&#","5.350,90 lei","In stoc - exclusiv online"
"1612022389-50","https://www.flanco.ro/laptop-it-tablete/laptop/p/3.html","Laptop Lenovo ThinkPad L14 (Gen 1),Intel® Core™ i5-10210U, 8GB DDR4, SSD 256GB","4.199,99 lei","Stoc limitat"
"1612022394-121","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Gaming Asus ROG Strix G15 G512LI-AL038, Intel® Core™ i7-10750H, 16GB DDR","5.112,90 lei","In stoc - exclusiv online"
"1612022389-55","https://www.flanco.ro/laptop-it-tablete/laptop/p/3.html","Laptop Gaming Dell Inspiron 5500 G5, Intel® Core™ i7-10750H, 16GB DDR4, SSD 1TB","8.199,90 lei","In stoc - exclusiv online"
"1612022392-79","https://www.flanco.ro/laptop-it-tablete/laptop/p/2.html","Laptop ultraportabil Dell Inspiron 5501, Intel® Core™ i5-1035G1, 8GB DDR4, SSD","4.799,99 lei","In stoc"
"1612022389-38","https://www.flanco.ro/laptop-it-tablete/laptop/p/3.html","Laptop Gaming Dell Inspiron 5500 G5, Intel® Core™ i5-10300H, 8GB DDR4, SSD 512G","5.899,90 lei","In stoc - exclusiv online"
"1612022392-89","https://www.flanco.ro/laptop-it-tablete/laptop/p/2.html","Laptop Asus ZenBook 14 UX435EA-A5022T, Intel® Core™ i7-1165G7, 16GB LPDDR4X, SS","6.499,99 lei","In stoc"
"1612022392-69","https://www.flanco.ro/laptop-it-tablete/laptop/p/2.html","Laptop Dell Latitude 5510, Intel® Core™ i5-10310U, 8GB DDR4, SSD 256GB, Intel&#","4.699,90 lei","In stoc - exclusiv online"
"1612022389-27","https://www.flanco.ro/laptop-it-tablete/laptop/p/3.html","Laptop 2 in 1 Dell Inspiron 5406, Intel® Core™ i7-1165G7, 16GB DDR4, SSD 512GB,","5.999,90 lei","In stoc - exclusiv online"
"1612022389-59","https://www.flanco.ro/laptop-it-tablete/laptop/p/3.html","Laptop Gaming Dell Alienware m17 R3, Intel® Core™ i7-10750H, 16GB DDR4, SSD 1TB","13.499,99 lei","Stoc limitat"
"1612022392-68","https://www.flanco.ro/laptop-it-tablete/laptop/p/2.html","Laptop Acer Swift SF314-57-54U7, Intel® Core™ i5-1035G1, 16GB DDR4, SSD 256GB,","3.699,90 lei","In stoc - exclusiv online"
"1612022389-30","https://www.flanco.ro/laptop-it-tablete/laptop/p/3.html","Laptop Gaming Asus TUF F15 FX506LI-BQ106, Intel® Core™ i7-10870H, 16GB DDR4, SS","5.699,99 lei","In stoc"
"1612022385-19","https://www.flanco.ro/laptop-it-tablete/laptop/p/4.html","Laptop Gaming HP Pavilion 15-dk0029nq, Intel® Core™ i5-9300H, 16GB DDR4, SSD 51","4.499,99 lei","Stoc limitat"
"1612022392-76","https://www.flanco.ro/laptop-it-tablete/laptop/p/2.html","Laptop Dell Latitude 5511, Intel® Core™ i5-10400H, 8GB DDR4, SSD 256GB, Intel&#","5.299,99 lei","In stoc"
"1612022392-80","https://www.flanco.ro/laptop-it-tablete/laptop/p/2.html","Laptop Asus VivoBook 15 M513IA-EJ060T, AMD Ryzen™ 5 4500U, 8GB DDR4, SSD 512GB, AMD","3.699,99 lei","In stoc"
"1612022385-12","https://www.flanco.ro/laptop-it-tablete/laptop/p/4.html","Laptop Gaming Asus ROG Strix G15G512LI-AL001, Intel® Core™ i7-10750H, 8GB DDR4,","5.104,90 lei","In stoc - exclusiv online"
"1612022392-71","https://www.flanco.ro/laptop-it-tablete/laptop/p/2.html","Laptop Gaming Asus TUF F15 FX506LI-HN039, Intel® Core™ i5-10300H, 8GB DDR4, SSD","4.209,90 lei","In stoc - exclusiv online"
"1612022389-47","https://www.flanco.ro/laptop-it-tablete/laptop/p/3.html","Laptop Asus VivoBook S14 M433IA-EB202, AMD Ryzen™ 5 4500U, 8GB DDR4, SSD 512GB, AMD","3.099,99 lei","In stoc"
"1612022385-25","https://www.flanco.ro/laptop-it-tablete/laptop/p/4.html","Laptop Lenovo V14 ADA, AMD Ryzen™ 3 3250U, 4GB DDR4, HDD 1TB, AMD Radeon™ Grap","2.299,99 lei","Stoc limitat"
"1612022385-20","https://www.flanco.ro/laptop-it-tablete/laptop/p/4.html","Laptop HP 15s-fq1031nq, Intel® Core™ i5-1035G1, 16GB DDR4, SSD 512GB, Intel","3.999,99 lei","Stoc limitat"
"1612022385-14","https://www.flanco.ro/laptop-it-tablete/laptop/p/4.html","Laptop Gaming Acer Aspire 7 A715-41G-R8GUG, AMD Ryzen™ 5 3550H, 8GB DDR4, SSD 512GB,","3.999,99 lei","Stoc limitat"
"1612022392-64","https://www.flanco.ro/laptop-it-tablete/laptop/p/2.html","Laptop Dell Latitude 5410, Intel® Core™ i5-10210U, 8GB DDR4, SSD 512GB, Intel&#","4.699,99 lei","In stoc"
"1612022385-11","https://www.flanco.ro/laptop-it-tablete/laptop/p/4.html","Laptop Lenovo ThinkPad T14s Gen 1 (AMD), AMD Ryzen™ 5 PRO 4650U, 8GB DDR4, SSD","6.299,99 lei","Stoc limitat"
"1612022389-53","https://www.flanco.ro/laptop-it-tablete/laptop/p/3.html","Laptop HP EliteBook 845 G7, AMD Ryzen™ 5 4650 PRO, 16GB DDR4, SSD 512GB, AMD Radeon&","6.049,90 lei","In stoc - exclusiv online"
"1612022385-16","https://www.flanco.ro/laptop-it-tablete/laptop/p/4.html","Laptop Dell Latitude 5411, Intel® Core™ i5-10400H, 16GB DDR4, SSD 512GB, NVIDIA","6.299,99 lei","Stoc limitat"
"1612022385-24","https://www.flanco.ro/laptop-it-tablete/laptop/p/4.html","Laptop HP EliteBook 845 G7, AMD Ryzen™ 7 4750U PRO, 16GB DDR4, SSD 512GB, AMD Radeon","5.479,90 lei","In stoc - exclusiv online"
"1612022392-65","https://www.flanco.ro/laptop-it-tablete/laptop/p/2.html","Laptop HP 15s-eq1014nq, AMD Ryzen™ 5 4500U, 8GB DDR4, SSD 256GB, AMD Radeon™ G","2.999,99 lei","In stoc"
"1612022392-63","https://www.flanco.ro/laptop-it-tablete/laptop/p/2.html","Laptop Lenovo IdeaPad 3 14IIL05, Intel® Core™ i5-1035G1, 8GB DDR4, SSD 256GB, I","3.099,99 lei","In stoc"
"1612022392-75","https://www.flanco.ro/laptop-it-tablete/laptop/p/2.html","Laptop Gaming HP Pavilion 15-ec1042nq, AMD Ryzen™ 7 4800H, 16GB DDR4, SSD 256GB, NVI","4.799,99 lei","In stoc"
"1612022389-60","https://www.flanco.ro/laptop-it-tablete/laptop/p/3.html","Laptop Lenovo ThinkPad L14 Gen 1, AMD Ryzen™ 7 PRO 4750U, 16GB DDR4, SSD 512GB, AMD","5.649,90 lei","In stoc - exclusiv online"
"1612022392-94","https://www.flanco.ro/laptop-it-tablete/laptop/p/2.html","Laptop Dell Latitude 3510, Intel® Core™ i5-10210U, 8GB DDR4, SSD 256GB, Intel&#","4.399,99 lei","In stoc"
"1612022385-18","https://www.flanco.ro/laptop-it-tablete/laptop/p/4.html","Laptop Gaming Asus TUF F15 FX506LU-HN109, Intel® Core™ i7-10870H, 16GB DDR4, SS","5.899,99 lei","Stoc limitat"
"1612022392-83","https://www.flanco.ro/laptop-it-tablete/laptop/p/2.html","Laptop Asus VivoBook 15 M513IA-EJ057T, AMD Ryzen™ 5 4500U, 8GB DDR4, SSD 512GB, AMD","3.599,99 lei","In stoc"
"1612022389-29","https://www.flanco.ro/laptop-it-tablete/laptop/p/3.html","Laptop Lenovo ThinkPad T14 Gen 1 (Intel), Intel® Core™ i5-10210U, 8GB DDR4","6.078,90 lei","In stoc - exclusiv online"
"1612022392-97","https://www.flanco.ro/laptop-it-tablete/laptop/p/2.html","Laptop Dell Latitude 5410, Intel® Core™ i7-10610U, 16GB DDR4, SSD 512GB, Intel&","5.699,99 lei","In stoc"
"1612022389-28","https://www.flanco.ro/laptop-it-tablete/laptop/p/3.html","Laptop Lenovo IdeaPad 5 14IIL05, Intel® Core™ i7-1065G7, 16GB DDR4, SSD 1TB, NV","4.799,90 lei","In stoc - exclusiv online"
"1612022392-73","https://www.flanco.ro/laptop-it-tablete/laptop/p/2.html","Laptop HP Pavilion 14-ce3011nq, Intel® Core™ i5-1035G1, 16GB DDR4, SSD 512GB, I","4.299,99 lei","In stoc"
"1612022394-123","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Lenovo ThinkPad T14, AMD Ryzen™ 7 PRO 4750U, 16GB DDR4, SSD 512GB, AMD Radeon","7.599,90 lei","In stoc - exclusiv online"
"1612022385-6","https://www.flanco.ro/laptop-it-tablete/laptop/p/4.html","Laptop Apple MacBook Pro 13 Touch Bar, Intel® Core™ i5, 8GB LPDDR3, SSD 256GB,","7.599,99 lei","Stoc limitat"
"1612022389-33","https://www.flanco.ro/laptop-it-tablete/laptop/p/3.html","Laptop Lenovo IdeaPad 5 14IIL05, Intel® Core™ i5-1035G1, 16GB DDR4, SSD 512GB,","3.499,90 lei","In stoc - exclusiv online"
"1612022394-113","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop HP 15-dw1083wm, Intel® Pentium® Gold 6405U, 4GB DDR4, SSD 128GB, Intel","2.399,00 lei","In stoc"
"1612022392-74","https://www.flanco.ro/laptop-it-tablete/laptop/p/2.html","Laptop 2 in 1 HP Envy x360 Convert 13-ay0000nn, AMD Ryzen™ 3 4300U, 8GB DDR4, SSD 25","4.099,99 lei","In stoc"
"1612022385-1","https://www.flanco.ro/laptop-it-tablete/laptop/p/4.html","Laptop Gaming Lenovo Legion 7 15IMH05, Intel® Core™ i7-10750H, 16GB DDR4, SSD 5","7.799,90 lei","In stoc - exclusiv online"
"1612022394-118","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Asus Vivobook R R564JA-UB31, Intel® Core™ i3-1005G1, 4GB DDR4, SSD 128GB","2.999,99 lei","In stoc"
"1612022389-49","https://www.flanco.ro/laptop-it-tablete/laptop/p/3.html","Laptop Lenovo Legion 5 15ARH05, AMD Ryzen 5 4600H, 8GB DDR4, SSD 512GB, NVIDIA GeForce GTX","4.499,99 lei","Stoc limitat"
"1612022385-7","https://www.flanco.ro/laptop-it-tablete/laptop/p/4.html","Laptop Apple MacBook Pro 13 Touch Bar, Intel® Core™ i5, 16GB LPDDR4X, SSD 512GB","10.999,99 lei","Stoc limitat"
"1612022392-92","https://www.flanco.ro/laptop-it-tablete/laptop/p/2.html","Laptop Dell Latitude 5410, Intel® Core™ i7-10610U, 8GB DDR4, SSD 256GB, Intel&#","5.499,99 lei","In stoc"
"1612022389-35","https://www.flanco.ro/laptop-it-tablete/laptop/p/3.html","Laptop Asus ZenBook 13 UX325EA-EG022T, Intel® Core™ i5-1135G7, 8GB LPDDR4X, SSD","4.899,99 lei","In stoc"
"1612022394-104","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop HP 15s-fq2019nq, Intel® Core™ i5-1135G7, 8GB DDR4, SSD 256GB, Intel®","3.199,99 lei","In stoc"
"1612022389-39","https://www.flanco.ro/laptop-it-tablete/laptop/p/3.html","Laptop HP EliteBook 855 G7, AMD Ryzen™ 5 4500U PRO, 8GB DDR4, SSD 256GB, AMD Radeon&","5.499,90 lei","In stoc - exclusiv online"
"1612022392-85","https://www.flanco.ro/laptop-it-tablete/laptop/p/2.html","Laptop ultraportabil Asus E210MA-GJ001TS, Intel® Celeron® N4020, 4GB DDR4, eMMC","1.699,99 lei","In stoc"
"1612022385-10","https://www.flanco.ro/laptop-it-tablete/laptop/p/4.html","Laptop HP EliteBook 845 G7, AMD Ryzen™ 5 4650 PRO, 8GB DDR4, SSD 256GB, AMD Radeon&t","4.502,90 lei","In stoc - exclusiv online"
"1612022394-102","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Lenovo IdeaPad 130-15IKB, Intel® Core™ i3-8130U, 4GB DDR4, HDD 1TB, Inte","2.299,99 lei","In stoc"
"1612022394-131","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop ultraportabil Huawei MateBook D14 2020, AMD Ryzen™ 5 3500U, 8GB DDR4, SSD 512","3.099,99 lei","In stoc"
"1612022394-112","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Lenovo IdeaPad 3 15IML05, Intel® Pentium® Gold 6405U, 4GB DDR4, SSD 256GB","1.899,99 lei","In stoc"
"1612022389-34","https://www.flanco.ro/laptop-it-tablete/laptop/p/3.html","Laptop ThinkBook Plus IML, Intel® Core™ i5-10210U, 8GB DDR4, SSD 512GB, Intel&#","7.314,90 lei","In stoc - exclusiv online"
"1612022392-70","https://www.flanco.ro/laptop-it-tablete/laptop/p/2.html","Laptop Acer Swift SF314-57-59LE, Intel® Core™ i5-1035G1, 8GB DDR4, SSD 256GB, I","3.549,90 lei","In stoc - exclusiv online"
"1612022385-22","https://www.flanco.ro/laptop-it-tablete/laptop/p/4.html","Laptop Gaming Asus TUF F17 FX706LI-H7035, Intel® Core™ i5-10300H, 8GB DDR4, HDD","4.599,99 lei","Stoc limitat"
"1612022394-105","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Lenovo IdeaPad 3 14AD05, AMD Ryzen™ 5 3500U, 8GB DDR4, SSD 256GB, AMD Radeon&","3.099,99 lei","In stoc"
"1612022389-56","https://www.flanco.ro/laptop-it-tablete/laptop/p/3.html","Laptop Dell Latitude 7410, Intel® Core™ i5-10310U, 8GB DDR4, SSD 256GB, Intel&#","8.250,90 lei","In stoc - exclusiv online"
"1612022394-126","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Asus ExpertBook P2 P2451FB-EB0039, Intel® Core™ i5-10210U, 8GB DDR4, SSD","3.799,90 lei","In stoc - exclusiv online"
"1612022394-109","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Allview Allbook H, Intel® Celeron® N4000, 4GB DDR4, SSD 256GB, Intel®","1.599,99 lei","In stoc"
