web-scraper-order,web-scraper-start-url,title,price,availability
"1612387930-2912","https://www.itgalaxy.ro/laptopuri/pagina20/filtre/placa-video-tip-placa-video-dedicata/","Laptop Dell Inspiron 5406 2-in-1 14 inch FHD Touch Intel Core i7-1165G7 8GB DDR4 512GB SSD nVidia GeForce MX330 2GB FPR Windows 10 Home 3Yr CIS Titan Grey","5.610,99 lei","nu este in stoc"
"1612387974-3222","https://www.itgalaxy.ro/laptopuri/pagina5/filtre/placa-video-tip-placa-video-dedicata/","Laptop ASUS ZenBook DUO UX482EG-HY011R 14 inch FHD Intel Core i5-1135G7 8GB DDR4 512GB SSD nVidia GeForce MX450 Windows 10 Pro Celestial Blue","7.666,99 lei","in stoc depozit/furnizor"
"1612387979-3255","https://www.itgalaxy.ro/laptopuri/pagina3/filtre/placa-video-tip-placa-video-dedicata/","Laptop Lenovo Legion 5-15IMH 15.6 inch FHD Intel Core i5-10300H 16GB DDR4 512GB SSD nVidia GeForce RTX 2060 Windows 10 Home Phantom Black","4.971,99 lei","in stoc depozit/furnizor"
"1612387966-3164","https://www.itgalaxy.ro/laptopuri/pagina8/filtre/placa-video-tip-placa-video-dedicata/","Laptop Dell XPS 9500 15.6 inch UHD+ Touch Intel Core i7-10750H 16GB DDR4 1TB SSD nVidia GeForce GTX 1650 Ti 4GB Windows 10 Pro 3Yr NBD Platinum Silver","14.977,99 lei","in stoc depozit/furnizor"
"1612387901-2727","https://www.itgalaxy.ro/laptopuri/pagina30/filtre/placa-video-tip-placa-video-dedicata/","Laptop Alienware M15 R3 15.6 inch FHD 144Hz Intel Core i9-10980HK 32GB DDR4 1TB  SSD nVidia GeForce RTX 2080 Super 8GB Windows 10 Pro 3Yr On-site Lunar Light","21.865,99 lei","nu este in stoc"
"1612387910-2774","https://www.itgalaxy.ro/laptopuri/pagina27/filtre/placa-video-tip-placa-video-dedicata/","Laptop HP ZBook 15 G3 15.6 inch FHD Intel Core i7-6700HQ 8GB DDR4 256GB SSD nVidia Quadro M1000M Windows 10 Pro Black","10.016,99 lei","nu este in stoc"
"1612387921-2859","https://www.itgalaxy.ro/laptopuri/pagina23/filtre/placa-video-tip-placa-video-dedicata/","Laptop ASUS ROG Strix G17 G712LW-EV035 17.3 inch FHD Intel Core i7-10750H 16GB DDR4 512GB SSD nVidia GeForce RTX 2070 8GB Glacier Blue","7.129,99 lei","nu este in stoc"
"1612387985-3292","https://www.itgalaxy.ro/laptopuri/pagina1/filtre/placa-video-tip-placa-video-dedicata/","Laptop HP Pavilion 15-ec1009nw 15.6 inch FHD AMD Ryzen 5 4600H 8GB DDR4 256GB SSD nVidia GeForce GTX 1050 Free Dos Black","3.319,99 lei","in stoc limitat"
"1612387955-3074","https://www.itgalaxy.ro/laptopuri/pagina12/filtre/placa-video-tip-placa-video-dedicata/","Laptop Dell XPS 9700 17 inch UHD+ Touch Intel Core i7-10750H 32GB DDR4 1TB SSD nVidia GeForce GTX 1650 Ti 4GB FPR Windows 10 Pro 3Yr BOS Platinum Silver Black Carbon Fiber","17.469,99 lei","contactati-ne pentru info stoc"
"1612387910-2779","https://www.itgalaxy.ro/laptopuri/pagina27/filtre/placa-video-tip-placa-video-dedicata/","Laptop Lenovo Legion 7 15IMHg05 15.6 inch FHD Intel Core i7-10875H 16GB DDR4 1TB SSD nVidia GeForce RTX 2070 Super Max-Q 8GB Free Dos Slate Grey","10.353,99 lei","nu este in stoc"
"1612387913-2797","https://www.itgalaxy.ro/laptopuri/pagina26/filtre/placa-video-tip-placa-video-dedicata/","Laptop Lenovo ThinkPad T15 15.6 inch FHD Intel Core i7-10510U 16GB DDR4 512GB SSD nVidia GeForce MX330 Windows 10 Pro Black","8.963,99 lei","nu este in stoc"
"1612387910-2789","https://www.itgalaxy.ro/laptopuri/pagina27/filtre/placa-video-tip-placa-video-dedicata/","Laptop Microsoft Surface Book 3 13.5 inch Touch Intel Core i7-1065G7 16GB DDR4 256GB SSD nVidia GeForce GTX 1650 4GB Windows 10 Home Silver","11.799,99 lei","nu este in stoc"
"1612387983-3289","https://www.itgalaxy.ro/laptopuri/pagina2/filtre/placa-video-tip-placa-video-dedicata/","Laptop Lenovo Legion 5-15IMH 15.6 inch FHD Intel Core i5-10300H 16GB DDR4 512GB SSD nVidia GeForce RTX 2060 Free Dos Phantom Black","4.561,99 lei","in stoc depozit/furnizor"
"1612387935-2962","https://www.itgalaxy.ro/laptopuri/pagina18/filtre/placa-video-tip-placa-video-dedicata/","Laptop Lenovo Legion 5 15ARH05 15.6 inch FHD AMD Ryzen 7 4800H 16GB DDR4 512GB SSD nVidia GeForce GTX 1660 Ti Free Dos Phantom Black","5.046,99 lei","nu este in stoc"
"1612387913-2807","https://www.itgalaxy.ro/laptopuri/pagina26/filtre/placa-video-tip-placa-video-dedicata/","Laptop Dell Inspiron 5500 G5 15.6 inch FHD 300Hz Intel Core i7-10750H 16GB DDR4 1TB SSD nVidia GeForce RTX 2070 8GB FPR Windows 10 Home 3Yr CIS Black","9.402,99 lei","nu este in stoc"
"1612387977-3248","https://www.itgalaxy.ro/laptopuri/pagina4/filtre/placa-video-tip-placa-video-dedicata/","Laptop Lenovo ThinkBook 15p IMH 15.6 inch FHD Intel Core i7-10750H 16GB DDR4 512GB SSD nVidia GeForce GTX 1650 Ti 4GB FPR Mineral Grey","6.219,99 lei","in stoc depozit/furnizor"
"1612387955-3082","https://www.itgalaxy.ro/laptopuri/pagina12/filtre/placa-video-tip-placa-video-dedicata/","Laptop ASUS FXTUF 505DT-BQ051 15.6 inch FHD AMD Ryzen 5 3550H 8GB DDR4 512GB SSD nVidia GeForce GTX 1650 4GB Stealth Black","2.970,99 lei","nu este in stoc"
"1612387952-3053","https://www.itgalaxy.ro/laptopuri/pagina13/filtre/placa-video-tip-placa-video-dedicata/","Laptop Lenovo ThinkBook 14-IIL 14 inch FHD Intel Core i5-1035G1 8GB DDR4 256GB SSD UHD Graphics Free Dos Mineral Grey","3.484,99 lei","nu este in stoc"
"1612387924-2873","https://www.itgalaxy.ro/laptopuri/pagina22/filtre/placa-video-tip-placa-video-dedicata/","Laptop Dell Vostro 7500 15.6 inch FHD Intel Core i7-10750H 16GB DDR4 512GB SSD nVidia GeForce GTX 1650 4GB Windows 10 Pro 3Yr BOS Gray","6.457,99 lei","nu este in stoc"
"1612387919-2849","https://www.itgalaxy.ro/laptopuri/pagina24/filtre/placa-video-tip-placa-video-dedicata/","Laptop Dell Precision 3541 15.6 inch FHD Intel Core i7-9750H 16GB DDR4 512GB SSD nVidia Quadro P620 4GB Windows 10 Pro Black","7.958,99 lei","nu este in stoc"
"1612387958-3110","https://www.itgalaxy.ro/laptopuri/pagina11/filtre/placa-video-tip-placa-video-dedicata/","Laptop Apple MacBook Pro 16 inch Touch Bar Intel Core i9 2.3GHz 16GB DDR4 1TB SSD AMD Radeon Pro 5500M 4GB Silver RO keyboard","14.760,99 lei","contactati-ne pentru info stoc"
"1612387960-3116","https://www.itgalaxy.ro/laptopuri/pagina10/filtre/placa-video-tip-placa-video-dedicata/","Laptop Dell XPS 9500 15.6 inch UHD+ Touch Intel Core i9-10885H 32GB DDR4 2TB SSD nVidia GeForce GTX 1650 Ti 4GB FPR Windows 10 Pro 3Yr On-site Platinum Silver","19.843,99 lei","in stoc depozit/furnizor"
"1612387941-3007","https://www.itgalaxy.ro/laptopuri/pagina16/filtre/placa-video-tip-placa-video-dedicata/","Laptop ASUS ZenBook 14 UM433IQ-A5026 14 inch FHD AMD Ryzen 7 4700U 16GB DDR4 512GB SSD nVidia GeForce MX350 2GB Light Grey","4.656,99 lei","nu este in stoc"
"1612387966-3160","https://www.itgalaxy.ro/laptopuri/pagina8/filtre/placa-video-tip-placa-video-dedicata/","Laptop Dell XPS 9500 15.6 inch FHD+ Intel Core i7-10750H 16GB DDR4 1TB SSD nVidia GeForce GTX 1650 Ti 4GB FPR Windows 10 Pro 3Yr NBD Platinum Silver","13.917,99 lei","in stoc depozit/furnizor"
"1612387985-3301","https://www.itgalaxy.ro/laptopuri/pagina1/filtre/placa-video-tip-placa-video-dedicata/","Laptop HP Pavilion 15-ec1009nw 15.6 inch FHD AMD Ryzen 5 4600H 8GB DDR4 512GB SSD nVidia GeForce GTX 1050 Windows 10 Home Black","3.386,99 lei","in stoc depozit/furnizor"
"1612387910-2777","https://www.itgalaxy.ro/laptopuri/pagina27/filtre/placa-video-tip-placa-video-dedicata/","Laptop Lenovo ThinkPad T490 14 inch WQHD Intel Core i7-8565U 16GB DDR4 512GB SSD nVidia GeForce MX250 2GB Windows 10 Pro Black","10.220,99 lei","nu este in stoc"
"1612387985-3295","https://www.itgalaxy.ro/laptopuri/pagina1/filtre/placa-video-tip-placa-video-dedicata/","Laptop ASUS ROG Strix G15 15.6 inch FHD Intel Core i7-10870H 16GB DDR4 1TB SSD nVidia GeForce RTX 2060 Free Dos Black","6.499,99 lei","in stoc suficient"
"1612387933-2949","https://www.itgalaxy.ro/laptopuri/pagina19/filtre/placa-video-tip-placa-video-dedicata/","Laptop Lenovo ThinkPad E14 14 inch FHD Intel Core i5-10210U 8GB DDR4 256GB SSD + 1TB HDD Radeon RX 640 Windows 10 Pro Black","5.524,99 lei","nu este in stoc"
"1612387933-2933","https://www.itgalaxy.ro/laptopuri/pagina19/filtre/placa-video-tip-placa-video-dedicata/","Laptop Dell Inspiron 15.6 inch FHD Intel Core i5-1035G1 8GB DDR4 1TB SSD nVidia GeForce MX330 Windows 10 Home Silver","5.242,99 lei","nu este in stoc"
"1612387908-2770","https://www.itgalaxy.ro/laptopuri/pagina28/filtre/placa-video-tip-placa-video-dedicata/","Laptop Microsoft Surface Book 2 13.5 inch Touch Intel Core i7-8650U 16GB DDR3 512GB SSD nVidia GeForce GTX 1050 2GB Windows 10 Pro Silver","14.483,99 lei","nu este in stoc"
"1612387901-2728","https://www.itgalaxy.ro/laptopuri/pagina30/filtre/placa-video-tip-placa-video-dedicata/","Laptop Alienware M17 R3 17.3 inch FHD 144Hz Intel Core i9-10980HK 32GB DDR4 1TB SSD nVidia GeForce RTX 2080 Super 8GB Windows 10 Pro 3Yr On-site Lunar Light","22.917,99 lei","nu este in stoc"
"1612387971-3193","https://www.itgalaxy.ro/laptopuri/pagina6/filtre/placa-video-tip-placa-video-dedicata/","Laptop Lenovo Legion 7 15IMH05 15.6 inch FHD Intel Core i7-10750H 16GB DDR4 512GB SSD nVidia GeForce RTX 2060 6GB Slate Grey","8.006,99 lei","in stoc depozit/furnizor"
"1612387979-3257","https://www.itgalaxy.ro/laptopuri/pagina3/filtre/placa-video-tip-placa-video-dedicata/","Laptop Lenovo Legion 5-15IMH 15.6 inch FHD Intel Core i7-10750H 16GB DDR4 1TB SSD nVidia GeForce RTX 2060 Free Dos Phantom Black","5.074,99 lei","in stoc depozit/furnizor"
"1612387908-2765","https://www.itgalaxy.ro/laptopuri/pagina28/filtre/placa-video-tip-placa-video-dedicata/","Laptop ASUS ZenBook FLIP UX582LR-H2017R 15.6 inch UHD Touch Intel Core i7-10870H 32GB DDR4 1TB SSD nVidia GeForce RTX 3070 8GB Windows 10 Pro Celestial Blue","13.972,99 lei","nu este in stoc"
"1612387968-3187","https://www.itgalaxy.ro/laptopuri/pagina7/filtre/placa-video-tip-placa-video-dedicata/","Laptop Acer ConceptD 7 CN715-72P 15.6 inch UHD Intel Core i7-10875H 32GB DDR4 1TB SSD nVidia Quadro RTX 3000 6GB Windows 10 Pro White","11.963,99 lei","in stoc depozit/furnizor"
"1612387921-2863","https://www.itgalaxy.ro/laptopuri/pagina23/filtre/placa-video-tip-placa-video-dedicata/","Laptop Dell Precision 3540 15.6 inch FHD Intel Core i7-8665U 16GB DDR4 512GB SSD AMD Radeon Pro WX2100 2GB Windows 10 Pro Black","7.210,99 lei","nu este in stoc"
"1612387958-3096","https://www.itgalaxy.ro/laptopuri/pagina11/filtre/placa-video-tip-placa-video-dedicata/","Laptop Dell Inspiron Gaming 7700 G7 17.3 inch FHD Intel Core i7-10750H 16GB DDR4 1TB SSD nVidia GeForce GTX 1660 Ti Windows 10 Home Black","8.426,99 lei","contactati-ne pentru info stoc"
"1612387971-3200","https://www.itgalaxy.ro/laptopuri/pagina6/filtre/placa-video-tip-placa-video-dedicata/","Laptop Acer Predator Helios 300 PH317-54 17.3 inch FHD Intel Core i7-10750H 16GB DDR4 1TB SSD nVidia GeForce RTX 2070 8GB Windows 10 Home Black","8.091,99 lei","in stoc depozit/furnizor"
"1612387921-2861","https://www.itgalaxy.ro/laptopuri/pagina23/filtre/placa-video-tip-placa-video-dedicata/","Laptop MSI GL75 Leopard 10SFR-470XPL 17.3 inch FHD Intel Core i7-10750H 8GB DDR4 512GB SSD nVidia GeForce RTX 2070 8GB Black","7.173,99 lei","nu este in stoc"
"1612387947-3017","https://www.itgalaxy.ro/laptopuri/pagina15/filtre/placa-video-tip-placa-video-dedicata/","Laptop MSI Alpha 15 A3DD-032XPL 15.6 inch FHD AMD Ryzen 7 3750H 8GB DDR4 1TB HDD 512GB SSD AMD Radeon RX 5500M 4GB Black","4.383,99 lei","nu este in stoc"
"1612387938-2977","https://www.itgalaxy.ro/laptopuri/pagina17/filtre/placa-video-tip-placa-video-dedicata/","Laptop ASUS TUF FX706LI-HX217 17.3 inch FHD Intel Core i7-10870H 8GB DDR4 512GB SSD nVidia GeForce GTX 1650 Ti 4GB Black","4.719,99 lei","nu este in stoc"
"1612387979-3264","https://www.itgalaxy.ro/laptopuri/pagina3/filtre/placa-video-tip-placa-video-dedicata/","Laptop MSI Modern 15 A10RBS-453PL 15.6 inch FHD Intel Core i7-10710U 8GB DDR4 512GB SSD nVidia GeForce MX350 2GB Windows 10 Home Black","5.264,99 lei","in stoc depozit/furnizor"
"1612387908-2767","https://www.itgalaxy.ro/laptopuri/pagina28/filtre/placa-video-tip-placa-video-dedicata/","Laptop ASUS ROG Strix SCAR 17 G732LXS-HG014T 17.3 inch FHD Intel Core i7-10875H 32GB DDR4 1TB SSD nVidia GeForce RTX 2080 SUPER 8GB Windows 10 Home Black","14.121,99 lei","nu este in stoc"
"1612387927-2911","https://www.itgalaxy.ro/laptopuri/pagina21/filtre/placa-video-tip-placa-video-dedicata/","Laptop ASUS ROG Strix G512LU-AL041 15.6 inch FHD Intel Core i7-10750H 16GB DDR4 512GB SSD nVidia GeForce GTX 1660 Ti 6GB Glacier Blue","6.430,99 lei","nu este in stoc"
"1612387930-2913","https://www.itgalaxy.ro/laptopuri/pagina20/filtre/placa-video-tip-placa-video-dedicata/","Laptop Dell Inspiron G5 5505 15.6 inch FHD 144Hz AMD Ryzen 5 4600H 8GB DDR4 256GB SSD AMD Radeon RX 5600M Windows 10 Home 3Yr CIS Silver","5.615,99 lei","nu este in stoc"
"1612387916-2827","https://www.itgalaxy.ro/laptopuri/pagina25/filtre/placa-video-tip-placa-video-dedicata/","Laptop ASUS ZenBook UX535LI-E2060R 15.6 inch UHD Touch Intel Core i7-10750H 16GB DDR4 1TB SSD nVidia GeForce GTX 1650 Ti 4GB Windows 10 Pro Pine Grey","8.728,99 lei","nu este in stoc"
"1612387955-3089","https://www.itgalaxy.ro/laptopuri/pagina12/filtre/placa-video-tip-placa-video-dedicata/","Laptop Lenovo IdeaPad 3 15ARH05 15.6 inch FHD AMD Ryzen 5 4600H 8GB 256GB SSD + 1TB HDD nVidia GeForce GTX 1650 Onyx Black","3.332,99 lei","nu este in stoc"
"1612387924-2889","https://www.itgalaxy.ro/laptopuri/pagina22/filtre/placa-video-tip-placa-video-dedicata/","Laptop Acer Predator Helios 300 PH317-54 17.3 inch FHD Intel Core i7-10750H 8GB DDR4 512GB SSD nVidia GeForce RTX 2060 Windows 10 Home Black","6.911,99 lei","nu este in stoc"
"1612387958-3094","https://www.itgalaxy.ro/laptopuri/pagina11/filtre/placa-video-tip-placa-video-dedicata/","Laptop Dell Inspiron G3 3500 15.6 inch FHD Intel Core i7-10750H 16GB DDR4 1TB SSD nVidia GeForce RTX 2060 6GB FPR Windows 10 Pro 3Yr CIS Black","8.184,99 lei","contactati-ne pentru info stoc"
"1612387910-2790","https://www.itgalaxy.ro/laptopuri/pagina27/filtre/placa-video-tip-placa-video-dedicata/","Laptop ASUS ROG Strix SCAR G732LWS-HG052T 17.3 inch FHD Intel Core i9-10980HK 16GB DDR4 2 x 512GB SSD nVidia GeForce RTX 2070 SUPER 8GB Windows 10 Home Black","12.454,99 lei","nu este in stoc"
"1612387952-3066","https://www.itgalaxy.ro/laptopuri/pagina13/filtre/placa-video-tip-placa-video-dedicata/","Laptop Lenovo Ideapad L340-17IRH 17.3 inch FHD Intel Core i5-9300HF 8GB DDR4 512GB SSD nVidia GeForce GTX 1650 Free Dos Black","3.882,99 lei","nu este in stoc"
"1612387910-2778","https://www.itgalaxy.ro/laptopuri/pagina27/filtre/placa-video-tip-placa-video-dedicata/","Laptop Lenovo ThinkPad P40 Yoga 14 inch FHD Intel Core i7-6500U 8GB DDR3 256GB SSD nVidia Quadro M500M Windows 7 Pro + Windows 10 Pro Black","10.317,99 lei","nu este in stoc"
"1612387916-2829","https://www.itgalaxy.ro/laptopuri/pagina25/filtre/placa-video-tip-placa-video-dedicata/","Laptop Dell Inspiron 5500 G5 15.6 inch FHD 144Hz Intel Core i7-10750H 16GB DDR4 1TB SSD nVidia GeForce RTX 2070 8GB FPR Windows 10 Home 3Yr CIS Black","8.768,99 lei","nu este in stoc"
"1612387968-3184","https://www.itgalaxy.ro/laptopuri/pagina7/filtre/placa-video-tip-placa-video-dedicata/","Laptop Dell Alienware M15 R2 15.6 inch FHD Intel Core i7-9750H 16GB DDR4 512GB SSD nVidia GeForce RTX 2070 Windows 10 Pro Dark Side of the Moon","11.029,99 lei","in stoc depozit/furnizor"
"1612387916-2830","https://www.itgalaxy.ro/laptopuri/pagina25/filtre/placa-video-tip-placa-video-dedicata/","Laptop Huawei Matebook X Pro 2020 13.3 inch 3K Touch Intel Core i7-10510U 16GB DDR3 1TB SSD nVidia GeForce MX250 Windows 10 Home Green","8.788,99 lei","nu este in stoc"
"1612387935-2970","https://www.itgalaxy.ro/laptopuri/pagina18/filtre/placa-video-tip-placa-video-dedicata/","Laptop Dell Vostro 5501 15.6 inch FHD Intel Core i7-1065G7 8GB DDR4 256GB SSD nVidia GeForce MX330 2GB Windows 10 Pro 3Yr BOS Grey","5.188,99 lei","nu este in stoc"
"1612387913-2802","https://www.itgalaxy.ro/laptopuri/pagina26/filtre/placa-video-tip-placa-video-dedicata/","Laptop ASUS ROG Strix G17 G713QR-HG022T 17.3 inch FHD AMD Ryzen 9 5900HX 16GB DDR4 1TB SSD nVidia GeForce RTX 3070 Windows 10 Home Eclipse Gray","9.211,99 lei","nu este in stoc"
"1612387935-2969","https://www.itgalaxy.ro/laptopuri/pagina18/filtre/placa-video-tip-placa-video-dedicata/","Laptop Lenovo Legion Y540-15IRH 15.6 inch FHD Intel Core i7-9750H 16GB DDR4 1TB SSD nVidia GeForce GTX 1660 Ti Free Dos Raven Black","5.143,99 lei","nu este in stoc"
"1612387919-2839","https://www.itgalaxy.ro/laptopuri/pagina24/filtre/placa-video-tip-placa-video-dedicata/","Laptop ASUS ROG Zephyrus G14 GA401IU-HE107T 14 inch FHD AMD Ryzen 9 4900HS 16GB DDR4 512GB SSD nVidia GeForce GTX 1660 Ti 6GB Windows 10 Home Eclipse Gray","7.505,99 lei","nu este in stoc"
"1612387958-3108","https://www.itgalaxy.ro/laptopuri/pagina11/filtre/placa-video-tip-placa-video-dedicata/","Laptop HP ZBook Studio G7 15.6 inch UHD Intel Core i9-10885H 32GB DDR4 1TB SSD nVidia Quadro RTX 3000 6GB Windows 10 Pro Silver","14.502,99 lei","contactati-ne pentru info stoc"
"1612387985-3307","https://www.itgalaxy.ro/laptopuri/pagina1/filtre/placa-video-tip-placa-video-dedicata/","Laptop Lenovo Legion 5-15ARH 15.6 inch FHD AMD Ryzen 5 4600H 8GB DDR4 256GB SSD nVidia GeForce GTX 1650 Free Dos Black","3.721,99 lei","in stoc depozit/furnizor"
"1612387927-2908","https://www.itgalaxy.ro/laptopuri/pagina21/filtre/placa-video-tip-placa-video-dedicata/","Laptop Dell Precision 3540 15.6 inch FHD Intel Core i5-8265U 8GB DDR4 256GB SSD AMD Radeon Pro WX2100 2GB Windows 10 Pro Black","6.335,99 lei","nu este in stoc"
"1612387958-3101","https://www.itgalaxy.ro/laptopuri/pagina11/filtre/placa-video-tip-placa-video-dedicata/","Laptop HP ZBook Studio G7 15.6 inch FHD Intel Core i7-10750H 16GB DDR4 512GB SSD nVidia Quadro T1000 4GB Windows 10 Pro Silver","9.966,99 lei","contactati-ne pentru info stoc"
"1612387963-3140","https://www.itgalaxy.ro/laptopuri/pagina9/filtre/placa-video-tip-placa-video-dedicata/","Laptop Lenovo Legion 7 15IMHG05 15.6 inch FHD Intel Core i9-10980HK 32GB DDR4 2TB SSD GeForce RTX 2080 Super Free Dos Slate Grey","16.155,99 lei","in stoc depozit/furnizor"
"1612387979-3260","https://www.itgalaxy.ro/laptopuri/pagina3/filtre/placa-video-tip-placa-video-dedicata/","Laptop Dell Inspiron 5500 G5 15.6 inch FHD 120Hz Intel Core i5-10300H 8GB DDR4 512GB SSD nVidia GeForce GTX 1660 Ti 6GB FPR Windows 10 Home 3Yr CIS Black Interstellar Dark","5.127,99 lei","in stoc depozit/furnizor"
"1612387908-2759","https://www.itgalaxy.ro/laptopuri/pagina28/filtre/placa-video-tip-placa-video-dedicata/","Laptop ASUS ROG Strix SCAR 17 G733QS-HG026 17.3 inch FHD AMD Ryzen 9 5900HX 64GB DDR4 1TB SSD nVidia GeForce RTX 3080 Black","13.425,99 lei","nu este in stoc"
"1612387979-3252","https://www.itgalaxy.ro/laptopuri/pagina3/filtre/placa-video-tip-placa-video-dedicata/","Laptop Lenovo Legion 5-15IMH 15.6 inch FHD Intel Core i5-10300H 16GB DDR4 1TB SSD nVidia GeForce RTX 2060 Free Dos Phantom Black","4.766,99 lei","in stoc depozit/furnizor"
"1612387968-3179","https://www.itgalaxy.ro/laptopuri/pagina7/filtre/placa-video-tip-placa-video-dedicata/","Laptop Lenovo ThinkPad T14 Gen1 14 inch UHD Intel Core i7-10510U 16GB DDR4 512GB SSD nVidia GeForce MX330 2GB Windows 10 Pro Black","10.162,99 lei","in stoc depozit/furnizor"
"1612387910-2788","https://www.itgalaxy.ro/laptopuri/pagina27/filtre/placa-video-tip-placa-video-dedicata/","Laptop MSI GS66 Stealth 10SFS-025PL 15.6 inch FHD Intel Core i9-10980HK 32GB DDR4 1TB SSD nVidia GeForce RTX 2070 Windows 10 Pro Black","11.765,99 lei","nu este in stoc"
