web-scraper-order,web-scraper-start-url,title,price,availability,pagination,pagination-href,link,link-href,image-src
"1612613673-3069","https://www.itgalaxy.ro/laptopuri/pagina1/filtre/placa-video-tip-placa-video-dedicata/","Laptop Lenovo Legion 5 15ARH05 15.6 inch FHD 60Hz AMD Ryzen 5 4600H 16GB DDR4 512GB SSD nVidia GeForce GTX 1650 4GB Phantom Black","4.297,99 lei","in stoc depozit/furnizor","2","https://www.itgalaxy.ro/laptopuri/pagina2/filtre/placa-video-tip-placa-video-dedicata/","Laptop Lenovo Legion 5 15ARH05 15.6 inch FHD 60Hz AMD Ryzen 5 4600H 16GB DDR4 512GB SSD nVidia GeForce GTX 1650 4GB Phantom Black","https://www.itgalaxy.ro/laptopuri/lenovo/legion-5-15arh05-15-6-inch-fhd-60hz-amd-ryzen-5-4600h-16gb-ddr4-512gb-ssd-nvidia-geforce-gtx-1650-4gb-phantom-black-348384/","https://cdni.itgalaxy.ro/images/products/img_202005191430/348384/thumbnails/laptop-lenovo-legion-5-15arh05-15-6-inch-fhd-amd-ryzen-5-4600h-16gb-ddr4-512gb-ssd-nvidia-geforce-gtx-1650-4gb-phantom-black-836280.jpeg"
"1612613344-2638","https://www.itgalaxy.ro/laptopuri/pagina1/filtre/placa-video-tip-placa-video-dedicata/","Laptop MSI GL75 Leopard 10SCXR-028XPL 17.3 inch FHD Intel Core i7-10750H 8GB DDR4 256GB SSD nVidia GeForce GTX 1650 4GB Black","4.931,99 lei","nu este in stoc","16","https://www.itgalaxy.ro/laptopuri/pagina16/filtre/placa-video-tip-placa-video-dedicata/","Laptop MSI GL75 Leopard 10SCXR-028XPL 17.3 inch FHD Intel Core i7-10750H 8GB DDR4 256GB SSD nVidia GeForce GTX 1650 4GB Black","https://www.itgalaxy.ro/laptopuri/msi/gl75-leopard-10scxr-028xpl-17-3-inch-fhd-intel-core-i7-10750h-8gb-ddr4-256gb-ssd-nvidia-geforce-gtx-1650-4gb-black-372473/","https://cdni.itgalaxy.ro/images/products/img_202010182111/372473/thumbnails/laptop-msi-msi-gl75-leopard-10scxr-028xpl-900949.jpeg"
"1612613508-2844","https://www.itgalaxy.ro/laptopuri/pagina1/filtre/placa-video-tip-placa-video-dedicata/","Laptop Acer Enduro EN314-51WG 14 inch FHD Intel Core i5-10210U 16GB DDR4 512GB SSD nVidia GeForce MX230 Windows 10 Pro Shale Black","6.442,99 lei","nu este in stoc","20","https://www.itgalaxy.ro/laptopuri/pagina20/filtre/placa-video-tip-placa-video-dedicata/","Laptop Acer Enduro EN314-51WG 14 inch FHD Intel Core i5-10210U 16GB DDR4 512GB SSD nVidia GeForce MX230 Windows 10 Pro Shale Black","https://www.itgalaxy.ro/laptopuri/acer/enduro-en314-51wg-14-inch-fhd-intel-core-i5-10210u-16gb-ddr4-512gb-ssd-nvidia-geforce-mx230-windows-10-pro-shale-black-359737/","https://cdni.itgalaxy.ro/images/products/img_202005191430/359737/thumbnails/laptop-acer-enduro-en314-51wg-14-inch-fhd-intel-core-i5-10210u-16gb-ddr4-512gb-ssd-nvidia-geforce-mx230-windows-10-pro-shale-black-869072.jpeg"
"1612613314-2613","https://www.itgalaxy.ro/laptopuri/pagina1/filtre/placa-video-tip-placa-video-dedicata/","Laptop ASUS X509JB-EJ063 15.6 inch FHD Intel Core i3-1005G1 8GB DDR4 256GB SSD nVidia GeForce MX110 2GB Slate Gray","2.257,99 lei","nu este in stoc","10","https://www.itgalaxy.ro/laptopuri/pagina10/filtre/placa-video-tip-placa-video-dedicata/","Laptop ASUS X509JB-EJ063 15.6 inch FHD Intel Core i3-1005G1 8GB DDR4 256GB SSD nVidia GeForce MX110 2GB Slate Gray","https://www.itgalaxy.ro/laptopuri/asus/x509jb-ej063-15-6-inch-fhd-intel-core-i3-1005g1-8gb-ddr4-256gb-ssd-nvidia-geforce-mx110-2gb-slate-gray-320107/","https://cdni.itgalaxy.ro/images/products/img_202002032256/320107/thumbnails/laptop-asus-x509jb-ej063-15-6-inch-fhd-intel-core-i3-1005g1-8gb-ddr4-256gb-ssd-nvidia-geforce-mx110-2gb-slate-gray-768437.jpeg"
"1612613656-3039","https://www.itgalaxy.ro/laptopuri/pagina1/filtre/placa-video-tip-placa-video-dedicata/","Laptop MSI GL75 Leopard 10SER-259XPL 17.3 inch FHD Intel Core i7-10750H 8GB DDR4 512GB SSD nVidia GeForce RTX 2060 6GB Black","5.920,99 lei","in stoc depozit/furnizor","5","https://www.itgalaxy.ro/laptopuri/pagina5/filtre/placa-video-tip-placa-video-dedicata/","Laptop MSI GL75 Leopard 10SER-259XPL 17.3 inch FHD Intel Core i7-10750H 8GB DDR4 512GB SSD nVidia GeForce RTX 2060 6GB Black","https://www.itgalaxy.ro/laptopuri/msi/gl75-leopard-10ser-259xpl-17-3-inch-fhd-intel-core-i7-10750h-8gb-ddr4-512gb-ssd-nvidia-geforce-rtx-2060-6gb-black-372482/","https://cdni.itgalaxy.ro/images/products/img_202010182111/372482/thumbnails/laptop-msi-gl75-leopard-10ser-259xpl-17-3-inch-fhd-intel-core-i7-10750h-8gb-ddr4-512gb-ssd-nvidia-geforce-rtx-2060-6gb-black-900651.jpeg"
"1612613553-2898","https://www.itgalaxy.ro/laptopuri/pagina1/filtre/placa-video-tip-placa-video-dedicata/","Laptop ASUS ZenBook 14 UM433IQ-A5026 14 inch FHD AMD Ryzen 7 4700U 16GB DDR4 512GB SSD nVidia GeForce MX350 2GB Light Grey","4.656,99 lei","nu este in stoc","15","https://www.itgalaxy.ro/laptopuri/pagina15/filtre/placa-video-tip-placa-video-dedicata/","Laptop ASUS ZenBook 14 UM433IQ-A5026 14 inch FHD AMD Ryzen 7 4700U 16GB DDR4 512GB SSD nVidia GeForce MX350 2GB Light Grey","https://www.itgalaxy.ro/laptopuri/asus/zenbook-14-um433iq-a5026-14-inch-fhd-amd-ryzen-7-4700u-16gb-ddr4-512gb-ssd-nvidia-geforce-mx350-2gb-light-grey-348962/","https://cdni.itgalaxy.ro/images/products/img_202005191430/348962/thumbnails/laptop-asus-zenbook-14-um433iq-a5026-14-inch-fhd-amd-ryzen-7-4700u-16gb-ddr4-512gb-ssd-nvidia-geforce-mx350-2gb-light-grey-837826.jpeg"
"1612613463-2781","https://www.itgalaxy.ro/laptopuri/pagina1/filtre/placa-video-tip-placa-video-dedicata/","Laptop Dell Precision 3551 15.6 inch FHD Intel Core i9-10885H 8GB DDR4 1TB HDD 256GB SSD nVidia Quadro P620 4GB Linux 3Y BOS Grey","8.769,99 lei","nu este in stoc","24","https://www.itgalaxy.ro/laptopuri/pagina24/filtre/placa-video-tip-placa-video-dedicata/","Laptop Dell Precision 3551 15.6 inch FHD Intel Core i9-10885H 8GB DDR4 1TB HDD 256GB SSD nVidia Quadro P620 4GB Linux 3Y BOS Grey","https://www.itgalaxy.ro/laptopuri/dell/precision-3551-15-6-inch-fhd-intel-core-i9-10885h-8gb-ddr4-1tb-hdd-256gb-ssd-nvidia-quadro-p620-4gb-linux-3y-bos-grey-369611/","https://cdni.itgalaxy.ro/images/products/img_202010182111/369611/thumbnails/laptop-dell-precision-3551-15-6-inch-fhd-intel-core-processor-i9-10885h-8gb-ddr4-1tb-hdd-256gb-ssd-nvidia-quadro-p620-4gb-linux-3y-bos-grey-892543.jpeg"
"1612613702-3099","https://www.itgalaxy.ro/laptopuri/pagina1/filtre/placa-video-tip-placa-video-dedicata/","Laptop HP Pavilion 16-a0032nw 16.1 inch FHD Intel Core i5-10300H 8GB DDR4 512GB SSD nVidia GeForce GTX 1650Ti Windows 10 Home Black","4.465,99 lei","in stoc depozit/furnizor","3","https://www.itgalaxy.ro/laptopuri/pagina3/filtre/placa-video-tip-placa-video-dedicata/","Laptop HP Pavilion 16-a0032nw 16.1 inch FHD Intel Core i5-10300H 8GB DDR4 512GB SSD nVidia GeForce GTX 1650Ti Windows 10 Home Black","https://www.itgalaxy.ro/laptopuri/hp/pavilion-16-a0032nw-16-1-inch-fhd-intel-core-i5-10300h-8gb-ddr4-512gb-ssd-nvidia-geforce-gtx-1650ti-windows-10-home-black-380275/","https://cdni.itgalaxy.ro/images/products/img_202010182111/380275/thumbnails/laptop-hp-pavilion-16-a0032nw-16-1-inch-fhd-intel-core-i5-10300h-8gb-ddr4-512gb-ssd-nvidia-geforce-gtx-1650ti-windows-10-home-black-928231.jpeg"
"1612613627-3001","https://www.itgalaxy.ro/laptopuri/pagina1/filtre/placa-video-tip-placa-video-dedicata/","Laptop HP Zbook 15 G7 15.6 inch FHD Intel Core i7-10750H 16GB DDR4 1TB SSD nVidia Quadro T2000 4GB FPR Windows 10 Pro Dark Ash","10.812,99 lei","in stoc depozit/furnizor","8","https://www.itgalaxy.ro/laptopuri/pagina8/filtre/placa-video-tip-placa-video-dedicata/","Laptop HP Zbook 15 G7 15.6 inch FHD Intel Core i7-10750H 16GB DDR4 1TB SSD nVidia Quadro T2000 4GB FPR Windows 10 Pro Dark Ash","https://www.itgalaxy.ro/laptopuri/hp/zbook-15-g7-15-6-inch-fhd-intel-core-i7-10750h-16gb-ddr4-1tb-ssd-nvidia-quadro-t2000-4gb-fpr-windows-10-pro-dark-ash-364339/","https://cdni.itgalaxy.ro/images/products/img_202005191430/364339/thumbnails/laptop-hp-zbook-15-g7-15-6-inch-fhd-intel-core-i7-10750h-16gb-ddr4-1tb-ssd-nvidia-quadro-t2000-4gb-fpr-windows-10-pro-dark-ash-879901.jpeg"
"1612613373-2685","https://www.itgalaxy.ro/laptopuri/pagina1/filtre/placa-video-tip-placa-video-dedicata/","Laptop HP ZBook 15 Power G7 15.6 inch FHD Intel Core i7-10750H 16GB DDR4 256GB SSD nVidia Quadro P620 4GB FPR Windows 10 Pro Dark Ash","7.432,99 lei","nu este in stoc","22","https://www.itgalaxy.ro/laptopuri/pagina22/filtre/placa-video-tip-placa-video-dedicata/","Laptop HP ZBook 15 Power G7 15.6 inch FHD Intel Core i7-10750H 16GB DDR4 256GB SSD nVidia Quadro P620 4GB FPR Windows 10 Pro Dark Ash","https://www.itgalaxy.ro/laptopuri/hp/zbook-15-power-g7-15-6-inch-fhd-intel-core-i7-10750h-16gb-ddr4-256gb-ssd-nvidia-quadro-p620-4gb-fpr-windows-10-pro-dark-ash-374536/","https://cdni.itgalaxy.ro/images/products/img_202010182111/374536/thumbnails/laptop-hp-zbook-15-power-g7-15-6-inch-fhd-intel-core-i7-10750h-16gb-ddr4-256gb-ssd-nvidia-quadro-p620-4gb-fpr-windows-10-pro-dark-ash-908067.jpeg"
"1612613358-2656","https://www.itgalaxy.ro/laptopuri/pagina1/filtre/placa-video-tip-placa-video-dedicata/","Laptop Dell Inspiron G3 3500 15.6 inch FHD 120Hz Intel Core i7-10750H 16GB DDR4 1TB HDD 256GB SSD nVidia GeForce GTX 1650 Ti 4GB  FPR Linux 3Yr CIS Black","5.849,99 lei","nu este in stoc","19","https://www.itgalaxy.ro/laptopuri/pagina19/filtre/placa-video-tip-placa-video-dedicata/","Laptop Dell Inspiron G3 3500 15.6 inch FHD 120Hz Intel Core i7-10750H 16GB DDR4 1TB HDD 256GB SSD nVidia GeForce GTX 1650 Ti 4GB  FPR Linux 3Yr CIS Black","https://www.itgalaxy.ro/laptopuri/dell/inspiron-g3-3500-15-6-inch-fhd-120hz-intel-core-i7-10750h-16gb-ddr4-1tb-hdd-256gb-ssd-nvidia-geforce-gtx-1650-ti-4gb-fpr-linux-3yr-cis-black-357903/","https://cdni.itgalaxy.ro/images/products/img_202005191430/357903/thumbnails/laptop-dell-inspiron-g3-3500-15-6-inch-fhd-120hz-intel-core-i7-10750h-16gb-ddr4-1tb-hdd-256gb-ssd-nvidia-geforce-gtx-1650-ti-4gb-fpr-linux-3yr-cis-black-863423.jpeg"
"1612613702-3117","https://www.itgalaxy.ro/laptopuri/pagina1/filtre/placa-video-tip-placa-video-dedicata/","Laptop Lenovo Legion 5-15IMH 15.6 inch FHD Intel Core i5-10300H 16GB DDR4 1TB SSD nVidia GeForce RTX 2060 Free Dos Phantom Black","5.254,99 lei","in stoc depozit/furnizor","3","https://www.itgalaxy.ro/laptopuri/pagina3/filtre/placa-video-tip-placa-video-dedicata/","Laptop Lenovo Legion 5-15IMH 15.6 inch FHD Intel Core i5-10300H 16GB DDR4 1TB SSD nVidia GeForce RTX 2060 Free Dos Phantom Black","https://www.itgalaxy.ro/laptopuri/lenovo/legion-5-15imh-15-6-inch-fhd-intel-core-i5-10300h-16gb-ddr4-1tb-ssd-nvidia-geforce-rtx-2060-free-dos-phantom-black-373950/","https://cdni.itgalaxy.ro/images/products/img_202010182111/373950/thumbnails/laptop-lenovo-legion-5-15imh-15-6-inch-fhd-intel-core-i5-10300h-16gb-ddr4-1tb-ssd-nvidia-geforce-rtx-2060-free-dos-phantom-black-906414.jpeg"
"1612613463-2778","https://www.itgalaxy.ro/laptopuri/pagina1/filtre/placa-video-tip-placa-video-dedicata/","Laptop ASUS ZenBook UX535LI-E2060R 15.6 inch UHD Touch Intel Core i7-10750H 16GB DDR4 1TB SSD nVidia GeForce GTX 1650 Ti 4GB Windows 10 Pro Pine Grey","8.738,99 lei","nu este in stoc","24","https://www.itgalaxy.ro/laptopuri/pagina24/filtre/placa-video-tip-placa-video-dedicata/","Laptop ASUS ZenBook UX535LI-E2060R 15.6 inch UHD Touch Intel Core i7-10750H 16GB DDR4 1TB SSD nVidia GeForce GTX 1650 Ti 4GB Windows 10 Pro Pine Grey","https://www.itgalaxy.ro/laptopuri/asus/zenbook-ux535li-e2060r-15-6-inch-uhd-touch-intel-core-i7-10750h-16gb-ddr4-1tb-ssd-nvidia-geforce-gtx-1650-ti-4gb-windows-10-pro-pine-grey-370832/","https://cdni.itgalaxy.ro/images/products/img_202010182111/370832/thumbnails/laptop-asus-zenbook-ux535li-e2060r-15-6-inch-uhd-touch-intel-core-i7-10750h-16gb-ddr4-1tb-ssd-nvidia-geforce-gtx-1650-ti-4gb-windows-10-pro-pine-grey-895873.jpeg"
"1612613344-2640","https://www.itgalaxy.ro/laptopuri/pagina1/filtre/placa-video-tip-placa-video-dedicata/","Laptop MSI GL75 Leopard 10SCXR-029XPL 17.3 inch FHD Intel Core i5-10300H 16GB DDR4 1TB HDD 256GB SSD nVidia GeForce 1650 4GB Windows 10 Home Black","4.960,99 lei","nu este in stoc","16","https://www.itgalaxy.ro/laptopuri/pagina16/filtre/placa-video-tip-placa-video-dedicata/","Laptop MSI GL75 Leopard 10SCXR-029XPL 17.3 inch FHD Intel Core i5-10300H 16GB DDR4 1TB HDD 256GB SSD nVidia GeForce 1650 4GB Windows 10 Home Black","https://www.itgalaxy.ro/laptopuri/msi/gl75-leopard-10scxr-029xpl-17-3-inch-fhd-intel-core-i5-10300h-16gb-ddr4-1tb-hdd-256gb-ssd-nvidia-geforce-1650-4gb-windows-10-home-black-372475/","https://cdni.itgalaxy.ro/images/products/img_202010182111/372475/thumbnails/laptop-msi-gl75-leopard-10scxr-029xpl-17-3-inch-fhd-intel-core-i5-10300h-16gb-ddr4-1tb-hdd-256gb-ssd-nvidia-geforce-1650-4gb-windows-10-home-black-900965.jpeg"
"1612613553-2914","https://www.itgalaxy.ro/laptopuri/pagina1/filtre/placa-video-tip-placa-video-dedicata/","Laptop Dell Inspiron 3500 G3 15.6 inch FHD 250nits Intel Core i5-10300H 8GB DDR4 512GB SSD nVidia GeForce GTX 1650 Ti 4GB FPR Linux 3Yr CIS Black","4.853,99 lei","nu este in stoc","15","https://www.itgalaxy.ro/laptopuri/pagina15/filtre/placa-video-tip-placa-video-dedicata/","Laptop Dell Inspiron 3500 G3 15.6 inch FHD 250nits Intel Core i5-10300H 8GB DDR4 512GB SSD nVidia GeForce GTX 1650 Ti 4GB FPR Linux 3Yr CIS Black","https://www.itgalaxy.ro/laptopuri/dell/inspiron-3500-g3-15-6-inch-fhd-250nits-intel-core-i5-10300h-8gb-ddr4-512gb-ssd-nvidia-geforce-gtx-1650-ti-4gb-fpr-linux-3yr-cis-black-362633/","https://cdni.itgalaxy.ro/images/products/img_202005191430/362633/thumbnails/laptop-dell-inspiron-3500-g3-15-6-inch-fhd-250nits-intel-core-i5-10300h-8gb-ddr4-512gb-ssd-nvidia-geforce-gtx-1650-ti-4gb-fpr-linux-3yr-cis-black-876065.jpeg"
"1612613508-2848","https://www.itgalaxy.ro/laptopuri/pagina1/filtre/placa-video-tip-placa-video-dedicata/","Laptop Dell Precision 3541 15.6 inch FHD Intel Core i5-9300H 8GB DDR4 256GB SSD nVidia Quadro P620 4GB Windows 10 Pro Black","6.646,99 lei","nu este in stoc","20","https://www.itgalaxy.ro/laptopuri/pagina20/filtre/placa-video-tip-placa-video-dedicata/","Laptop Dell Precision 3541 15.6 inch FHD Intel Core i5-9300H 8GB DDR4 256GB SSD nVidia Quadro P620 4GB Windows 10 Pro Black","https://www.itgalaxy.ro/laptopuri/dell/pre-3541-fhd-i5-9300h-8-256-p620-wp-351904/","https://cdni.itgalaxy.ro/images/products/img_202005191430/351904/thumbnails/laptop-dell-precision-3541-15-6-inch-fhd-intel-core-i5-9300h-8gb-ddr4-256gb-ssd-nvidia-quadro-p620-4gb-windows-10-pro-black-848492.jpeg"
